"","num_patches","max_area","pct_cover","mean_dis_w_0","mean_dis_no_0","median_dis","num_zeros","max_dis"
"828",4,0.414,0.379994904677782,0.0740054537332805,0.120216786441326,0.0357368728343857,3844,0.399830442841378
"829",1,0.416,0.0510858707106448,0.390222727724913,0.412149057588628,0.391612892189059,532,0.943883883951323
"830",2,0.416,0.373255713706356,0.111190116262167,0.175628046536356,0.0580702042879469,3669,0.573355578186518
"831",3,0.416,0.415775214540434,0.15552321273967,0.264180758857942,0.0762406848651326,4113,0.610547438324152
"832",4,0.416,0.476363300357089,0.0785421791606344,0.149206267402421,0.00981243245502203,4736,0.589318574982873
"833",1,0.418,0.133524481322642,0.291919820309171,0.335694365580923,0.274885243709063,1304,0.787939092770071
"834",2,0.418,0.296654079629368,0.18312672866531,0.257961302528962,0.156901182132575,2901,0.673869272270307
"835",3,0.418,0.482795247933347,0.0860776657736862,0.16591685769793,0.00678882107508934,4812,0.544113530006053
"836",4,0.418,0.585568877042267,0.0329594956941156,0.0790016675314372,0,5828,0.307048025106584
"837",1,0.42,0.02478,0.333857726619262,0.342032298554719,0.327626927175134,239,0.818360861604503
"838",2,0.42,0.246177629435309,0.17702215295029,0.231613440992137,0.126537649984608,2357,0.731815630617537
"839",3,0.42,0.320908818812977,0.113172457672622,0.166356692154376,0.087677159291045,3197,0.416567917512504
"840",4,0.42,0.407804818027658,0.0807777029070144,0.13571522665829,0.0283669186747437,4048,0.555432390998387
"841",1,0.422,0.202338045355738,0.264175106075268,0.330590797240981,0.257618805847984,2009,0.828716655742606
"842",2,0.422,0.315114991414731,0.127470670627735,0.18729161126614,0.0619326099509038,3194,0.603882443609674
"843",3,0.422,0.284733405648522,0.131428295514452,0.183149798654476,0.101897454404018,2824,0.478294553974377
"844",4,0.422,0.447594477988463,0.0703311956635017,0.129309056193237,0.0175319501925884,4561,0.393402249229973
"845",1,0.424,0.248210381603909,0.174698323049792,0.234683400120624,0.130824389413318,2556,0.722823166918514
"846",2,0.424,0.351285280732931,0.115072466653389,0.179380306552438,0.0684339212159401,3585,0.501871231116214
"847",3,0.424,0.214675371379503,0.152835996624538,0.194968741707537,0.10793393854208,2161,0.679470188798552
"848",4,0.424,0.711124237429832,0.0263321972195922,0.0885711309101656,0,7027,0.282436458389148
"849",1,0.426,0.256579991811056,0.128573444458409,0.174100804953837,0.104334415721903,2615,0.507555882793087
"850",2,0.426,0.208013252754712,0.198486420052712,0.250487657815133,0.175177015844465,2076,0.656454238682234
"851",3,0.426,0.220365030335183,0.176442106088359,0.224881603477389,0.153958838970856,2154,0.653540359324085
"852",4,0.426,0.601167776778326,0.0416122002349967,0.103179271596818,0,5967,0.34687490545916
"853",1,0.428,0.0300489674384481,0.567341951467905,0.584406624915436,0.600530858649632,292,1.19601947127931
"854",2,0.428,0.0716621619481963,0.212674757410498,0.228805548585796,0.200613224628369,705,0.656550370055289
"855",3,0.428,0.286201390973434,0.149425578753745,0.210666260755316,0.095284026202076,2907,0.591246794644055
