"","mean.D75","mean.D150","mean.D300","mean.D500","mean.D700","mean.D1000","mean.D1300","mean.D1600","mean.D2000","mean.D3000","mean.D4000","x","y","area"
"117.6",1.17523896694183,1.56125211715698,2.05556607246399,2.41347932815552,1.98694574832916,2.19907760620117,2.43024134635925,2.63791513442993,2.87522959709167,3.32991051673889,3.77557420730591,0,1500,9971.14813218266
"118",1.53366005420685,1.88952553272247,2.37175989151001,2.74375581741333,2.95386457443237,3.01937389373779,3.24381899833679,3.44484114646912,3.63058996200562,4.13335037231445,4.58679294586182,0,1400,9970.02457007021
"118.6",1.53366005420685,1.88952553272247,2.37175989151001,2.74375581741333,2.95386457443237,3.01937389373779,3.24381899833679,3.44484114646912,3.63058996200562,4.13335037231445,4.58679294586182,0,1400,9970.02457007021
"119",1.41346788406372,1.76985681056976,2.24182939529419,2.59714484214783,2.83822011947632,3.10978317260742,3.32907867431641,3.51827931404114,3.68564057350159,4.18536233901978,4.64808320999146,0,1300,9970.66347308457
"119.6",1.41346788406372,1.76985681056976,2.24182939529419,2.59714484214783,2.83822011947632,3.10978317260742,3.32907867431641,3.51827931404114,3.68564057350159,4.18536233901978,4.64808320999146,0,1300,9970.66347308457
"120",1.51957023143768,1.95997774600983,2.42011570930481,2.75673413276672,2.97962141036987,3.22879552841187,3.4310405254364,3.6097104549408,3.82519006729126,4.18633556365967,4.65983152389526,0,1200,9970.63795987517
"120.6",1.51957023143768,1.95997774600983,2.42011570930481,2.75673413276672,2.97962141036987,3.22879552841187,3.4310405254364,3.6097104549408,3.82519006729126,4.18633556365967,4.65983152389526,0,1200,9970.63795987517
"121",1.38562834262848,1.82154190540314,2.27107238769531,2.59325456619263,2.80335736274719,3.03332352638245,3.22311019897461,3.39388608932495,3.60454773902893,4.09225702285767,4.57464456558228,0,1100,9970.66940515861
"121.6",1.38562834262848,1.82154190540314,2.27107238769531,2.59325456619263,2.80335736274719,3.03332352638245,3.22311019897461,3.39388608932495,3.60454773902893,4.09225702285767,4.57464456558228,0,1100,9970.66940515861
"122",1.57338094711304,2.00562524795532,2.44660949707031,2.75773787498474,2.94338488578796,3.11092376708984,3.29042625427246,3.41918277740479,3.62583804130554,4.12589931488037,4.61507940292358,0,1000,9970.58707936481
"122.6",1.57338094711304,2.00562524795532,2.44660949707031,2.75773787498474,2.94338488578796,3.11092376708984,3.29042625427246,3.41918277740479,3.62583804130554,4.12589931488037,4.61507940292358,0,1000,9970.58707936481
"123",1.57348108291626,1.99807274341583,2.42814302444458,2.62298583984375,2.81104111671448,3.01368880271912,3.18167877197266,3.27432370185852,3.47798633575439,3.98173904418945,4.28205013275146,0,900,9970.45016496256
"123.6",1.57348108291626,1.99807274341583,2.42814302444458,2.62298583984375,2.81104111671448,3.01368880271912,3.18167877197266,3.27432370185852,3.47798633575439,3.98173904418945,4.28205013275146,0,900,9970.45016496256
"124",1.85750591754913,2.23018932342529,2.54813194274902,2.83669424057007,3.01599216461182,3.1375617980957,3.22208619117737,3.37512540817261,3.52058458328247,4.02721452713013,4.53187274932861,0,800,9970.81745816395
"124.6",1.85750591754913,2.23018932342529,2.54813194274902,2.83669424057007,3.01599216461182,3.1375617980957,3.22208619117737,3.37512540817261,3.52058458328247,4.02721452713013,4.53187274932861,0,800,9970.81745816395
"125",1.80515193939209,2.01066017150879,2.14953708648682,2.36354923248291,2.51537299156189,2.53236269950867,2.66826987266541,2.81330871582031,3.01126766204834,3.51673054695129,4.02635049819946,0,700,9970.57253037393
"125.6",1.80515193939209,2.01066017150879,2.14953708648682,2.36354923248291,2.51537299156189,2.53236269950867,2.66826987266541,2.81330871582031,3.01126766204834,3.51673054695129,4.02635049819946,0,700,9970.57253037393
"126",1.2126567363739,1.25307035446167,1.45059955120087,1.64363181591034,1.80144786834717,1.88563442230225,2.02314472198486,2.14976692199707,2.34209489822388,2.85332918167114,3.37512350082397,0,600,9970.59694331884
"126.6",1.2126567363739,1.25307035446167,1.45059955120087,1.64363181591034,1.80144786834717,1.88563442230225,2.02314472198486,2.14976692199707,2.34209489822388,2.85332918167114,3.37512350082397,0,600,9970.59694331884
"127",0.577967405319214,0.703960955142975,0.941251277923584,1.17130672931671,1.27832281589508,1.41693067550659,1.50990116596222,1.58495533466339,1.78339803218842,2.27324986457825,2.83113026618958,0,500,9970.6211795602
"127.6",0.577967405319214,0.703960955142975,0.941251277923584,1.17130672931671,1.27832281589508,1.41693067550659,1.50990116596222,1.58495533466339,1.78339803218842,2.27324986457825,2.83113026618958,0,500,9970.6211795602
"128",0.929032385349274,0.536588430404663,0.685188770294189,0.852030217647552,0.977106750011444,1.17103886604309,1.39639067649841,1.56093895435333,1.8601815700531,2.47986006736755,3.10669732093811,0,400,9970.61957891658
"128.6",0.929032385349274,0.536588430404663,0.685188770294189,0.852030217647552,0.977106750011444,1.17103886604309,1.39639067649841,1.56093895435333,1.8601815700531,2.47986006736755,3.10669732093811,0,400,9970.61957891658
"129",0.476973563432693,0.603737831115723,0.649402976036072,0.8755823969841,1.13089919090271,1.3419349193573,1.64860033988953,1.97129428386688,2.29626107215881,3.03082132339478,3.686199426651,0,300,9970.91571701691
"129.6",0.476973563432693,0.603737831115723,0.649402976036072,0.8755823969841,1.13089919090271,1.3419349193573,1.64860033988953,1.97129428386688,2.29626107215881,3.03082132339478,3.686199426651,0,300,9970.91571701691
"130",0.400311678647995,0.625161111354828,0.407765567302704,0.425762474536896,0.67353481054306,1.14233195781708,1.54486453533173,1.88123190402985,2.24219036102295,2.98170304298401,3.6416916847229,0,200,9970.30997889116
"130.6",0.400311678647995,0.625161111354828,0.407765567302704,0.425762474536896,0.67353481054306,1.14233195781708,1.54486453533173,1.88123190402985,2.24219036102295,2.98170304298401,3.6416916847229,0,200,9970.30997889116
"2.1",0.746609270572662,0.943723142147064,1.13026022911072,1.50595128536224,1.84578263759613,2.15964984893799,2.55072832107544,2.89030170440674,2.90982437133789,3.55559849739075,4.12820053100586,100,13000,9791.99641155452
"2.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.47456359863281,-100,13000,10148.6582740117
"3.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.63510274887085,-100,12900,10439.529797405
