"","Cover","distance","area","lat_dist","Zones","Value"
"66",0.5,11800,37058.7020365307,-200,0.1,0
"67",0.5,11600,42475.7880583857,200,0.07,0.34
"68",0.5,11600,37240.9990491141,-200,0.07,0
"69",0.5,11400,42691.6311168829,200,0,0.39
"70",0.5,11400,37025.4060896338,-200,0,0
"71",0.5,11200,43517.4354944252,200,0,0.31
"72",0.5,11200,36199.0449726195,-200,0,0
"73",0.43,11000,45509.0101809315,200,0,0.21
"74",0.5,11000,34204.7737181652,-200,0,0
"75",0.27,10800,49767.6180005539,200,0,0.19
"76",0.5,10800,29943.109682912,-200,0,0
"77",0.48,10600,53426.8125058375,200,0,0.16
"78",0.5,10600,26303.6317202412,-200,0,0
"79",0.3,10400,50327.863578178,200,0,0.15
"80",0.5,10400,29384.9607678875,-200,0,0
"81",0.5,10200,33521.4984585717,-200,0.09,0
"82",0.22,10200,46192.0895156637,200,0.04,0.16
"83",0.5,10000,35927.9769521579,-200,0.1,0
"84",0.25,10000,43788.4384951741,200,0.1,0.19
"85",0.5,9800,37704.8446473032,-200,0.1,0
"86",0.3,9800,42012.1736454368,200,0.1,0.17
"87",0.52,9600,39383.7290338427,-200,0.1,0.22
"88",0.51,9600,40333.2486693636,200,0.1,0.17
"89",0.25,9400,41134.9666911662,-200,0.1,0.36
"90",0.87,9400,38581.8484553024,200,0.1,0
"91",0.65,9200,36714.6321836337,200,0.09,0
"92",1.13,9200,43002.0630381033,-200,0.1,0.36
"93",0.51,9000,34763.3160022795,200,0.01,0
"94",0.96,9000,44953.3083961159,-200,0.09,0.33
"95",0.5,8800,33089.5045084283,200,0,0
"96",0.35,8800,46627.4925130159,-200,0,0.18
"97",0.46,8600,47334.8491025269,-200,0.01,0.15
"98",0.5,8600,32382.6972422153,200,0,0
"99",0.5,8400,33058.3658564463,200,0,0
"100",0.42,8400,46658.2865019515,-200,0.14,0.16
"101",0.5,8200,34757.8616755307,200,0,0
"102",0.46,8200,44959.0339340344,-200,0,0.27
"103",0.51,8000,36690.5940435193,200,0,0.01
"104",0.5,8000,43026.0815315768,-200,0,0.38
"105",0.42,7800,38387.6347422488,200,0,0.11
"106",0.5,7800,41329.2775454186,-200,0,0.21
"107",0.33,7600,39717.8763095699,200,0,0.15
"108",0.5,7600,39999.2846826538,-200,0,0.01
"109",0.31,7400,40684.2667998746,200,0.29,0.15
"110",0.5,7400,39033.0414528176,-200,0.45,0
"111",0.42,7200,41343.8196501359,200,0.5,0.15
"112",0.5,7200,38373.5401303545,-200,0.5,0
"113",0.74,7000,41790.9513357766,200,0.5,0.15
"114",0.5,7000,37926.4075849168,-200,0.5,0
"115",0.5,6800,37529.6056245714,-200,0.5,0
"116",0.45,6800,42187.6305795163,200,0.5,0.15
"117",0.5,6600,36849.0363453701,-200,0.5,0.05
"118",0.42,6600,42867.7467409223,200,0.5,0.13
"119",0.41,6400,44526.4230002835,200,0.5,0.11
"120",0.5,6400,35189.2608415335,-200,0.5,0.1
"121",0.37,6200,46821.9023070633,200,0.5,0.14
"122",0.5,6200,32897.5116108283,-200,0.5,0.03
"123",0.4,6000,46639.6936782151,200,0.5,0.16
"124",0.5,6000,33078.186493434,-200,0.5,0
"125",0.61,5800,44311.3761301562,200,0.5,0.2
"126",0.5,5800,35404.9183791429,-200,0.5,0
"127",0.49,5600,42547.1641464531,200,0.5,0.32
"128",0.5,5600,37169.4491576627,-200,0.5,0
"129",0.45,5400,41541.4153137654,200,0.5,0.32
"130",0.5,5400,38175.7395128384,-200,0.5,0
"131",0.37,5200,40939.3112523705,200,0.12,0.17
"132",0.5,5200,38777.9896172658,-200,0.5,0
"133",0.49,5000,40543.9239009172,200,0,0.16
"134",0.5,5000,39173.4337095544,-200,0.26,0.04
"135",0.5,4800,40198.4941024631,200,0,0.06
"136",0.51,4800,39518.8532582,-200,0,0.28
"137",0.5,4600,39857.775896281,200,0.18,0
"138",0.6,4600,39859.5760505721,-200,0.11,0.36
"139",0.5,4400,39518.2389459759,200,0.35,0
"140",0.5,4400,40199.1221850961,-200,0.62,0.36
"141",0.5,4200,39260.7353834659,200,0.38,0
"142",0.5,4200,40456.6461654454,-200,0.64,0.35
"143",0.5,4000,39234.3667507693,200,0.1,0.01
"144",0.5,4000,40483.0272750705,-200,0.25,0.34
"145",0.5,3800,39505.1688104719,200,0,0.03
"146",0.5,3800,40212.1781004816,-200,0,0.29
"147",0.53,3600,39997.45618698,200,0,0.06
"148",0.5,3600,39719.8611875549,-200,0,0.22
"149",0.47,3400,40598.2286305875,200,0,0.11
"150",0.5,3400,39119.0948003083,-200,0,0.12
"151",0.39,3200,41294.7999003977,200,0,0.15
"152",0.5,3200,38422.3685965687,-200,0,0.02
"153",0.33,3000,42049.2655188292,200,0,0.15
"154",0.5,3000,37668.1854941398,-200,0,0
"155",0.5,2800,36897.039514482,-200,0,0
"156",0.29,2800,42820.0297583193,200,0,0.15
"157",0.36,2600,43180.1245588884,200,0,0.18
"158",0.5,2600,36537.5955492258,-200,0,0
"159",0.5,2400,37106.4437543154,-200,0,0
"160",0.39,2400,42611.2063926831,200,0,0.21
"161",0.5,2200,38853.2782664523,-200,0,0.01
"162",0.28,2200,40863.4459152892,200,0,0.16
"163",0.45,2000,41348.4495450854,-200,0,0.31
"164",0.12,2000,38367.9253248572,200,0,0.12
"165",0.18,1800,43786.6003115475,-200,0,0.27
"166",0.49,1800,35930.5971099585,200,0,0
"167",0.42,1600,45470.7397701517,-200,0,0.16
"168",0.5,1600,34246.2818814367,200,0,0
"169",0.36,1400,46021.5850167423,-200,0,0.18
"170",0.5,1400,33695.9398308098,200,0,0
"171",0.38,1200,45809.5442148298,-200,0,0.29
"172",0.5,1200,33907.4207244813,200,0,0
"173",0.39,1000,45346.2133714333,-200,0,0.33
"174",0.5,1000,34370.6701194495,200,0,0
"175",0.39,800,44998.6235147193,-200,0,0.31
"176",0.85,800,34717.9156461209,200,0,0
"177",0.44,600,46140.1260427013,-200,0,0.38
"178",1.01,600,33554.2668937296,200,0,0
"179",0.46,400,43616.1524234414,-200,0,0.23
"180",1.7,400,36116.8766452894,200,0,0.07
"181",0.81,12200,41139.9961247519,400,0.1,0
"182",0.5,12200,38545.2359192409,-400,0.09,0
"183",1.72,12000,52842.4312801659,400,0.1,0
"184",0.5,12000,26883.9869659208,-400,0.1,0
"185",1.62,11800,45458.3604746442,400,0.1,0.03
"186",0.5,11800,34258.758468464,-400,0.09,0
"187",0.7,11600,45093.1388577637,400,0.07,0.16
"188",0.5,11600,34623.5608393317,-400,0.04,0
"189",0.93,11400,45524.6805943906,400,0,0.16
"190",0.5,11400,34192.2305396263,-400,0,0
"191",1.21,11200,47176.4945470109,400,0,0.15
"192",0.5,11200,32539.7135036909,-400,0,0
"193",0.36,11000,51160.8114793776,400,0,0.05
"194",0.5,11000,28552.3617510367,-400,0,0
"195",0.44,10800,59678.8272517174,400,0,0.05
"196",0.5,10800,20029.7716504913,-400,0,0
"197",0.5,10600,66986.6945575066,400,0,0
"198",0.5,10600,12740.3663934432,-400,0,0
"199",0.5,10400,60798.5907860473,400,0,0
"200",0.5,10400,18912.781854175,-400,0.01,0
"201",0.5,10200,27185.9728797823,-400,0.06,0
"202",0.51,10200,52527.1693211794,400,0.02,0
"203",0.5,10000,31997.6743580401,-400,0.07,0
"204",0.5,10000,47718.6028704718,400,0.1,0.03
"205",0.5,9800,35551.1664684936,-400,0.08,0
"206",0.5,9800,44165.8190384433,400,0.1,0.02
"207",0.5,9600,38908.9689307883,-400,0.09,0
"208",0.5,9600,40808.0073410347,400,0.1,0
"209",0.52,9400,42411.520116277,-400,0.09,0
"210",0.5,9400,37305.2834361419,400,0.1,0
"211",0.5,9200,33570.8576899841,400,0.03,0
"212",0.53,9200,46145.7095771655,-400,0.09,0
"213",0.5,9000,29668.0978213772,400,0,0
"214",0.5,9000,50048.0924308002,-400,0.09,0.07
"215",0.5,8800,26319.985961318,400,0,0
"216",0.5,8800,53395.9619706124,-400,0.03,0.29
"217",0.5,8600,54810.2276998758,-400,0,0.34
"218",0.5,8600,24905.9239792451,400,0,0
"219",0.5,8400,26257.8597456738,400,0,0
"220",0.5,8400,53457.7010364458,-400,0,0.33
"221",0.5,8200,29657.0289226249,400,0,0
"222",0.5,8200,50059.3776107952,-400,0,0.14
"223",0.5,8000,33522.7940472625,400,0,0
"224",0.5,8000,46193.7648521997,-400,0,0
"225",0.5,7800,36916.8056294434,400,0,0
"226",0.5,7800,42800.0912358835,-400,0,0
"227",0.5,7600,39577.1724785827,400,0,0
"228",0.5,7600,40139.9881852157,-400,0.03,0
"229",0.5,7400,41509.8780874759,400,0.22,0
"230",0.5,7400,38207.4273931719,-400,0.5,0
"231",0.5,7200,42828.9532934539,400,0.5,0
"232",0.5,7200,36888.3935045414,-400,0.5,0
"233",0.5,7000,43723.2104562856,400,0.5,0
"234",0.5,7000,35994.1251988597,-400,0.5,0
"235",0.5,6800,35200.5760943443,-400,0.5,0
"236",0.5,6800,44516.6274987273,400,0.5,0
"237",0.5,6600,33839.6514410302,-400,0.5,0
"238",0.5,6600,45877.0722322464,400,0.5,0
"239",0.5,6400,49194.921978794,400,0.5,0
"240",0.5,6400,30520.5990428254,-400,0.5,0
"241",0.5,6200,53783.8030631095,400,0.5,0
"242",0.5,6200,25935.0202891231,-400,0.5,0
"243",0.5,6000,53420.0920923427,400,0.5,0
"244",0.5,6000,26297.0685719326,-400,0.5,0
"245",0.51,5800,48764.4248203263,400,0.5,0.06
"246",0.5,5800,30951.5184692889,-400,0.5,0
"247",0.47,5600,45235.966794759,400,0.5,0.13
"248",0.5,5600,34480.5368173048,-400,0.5,0
"249",0.59,5400,43224.2318969443,400,0.31,0.14
"250",0.5,5400,36492.880295068,-400,0.5,0
"251",0.5,5200,42019.9667692855,400,0,0.05
"252",0.5,5200,37697.3234988824,-400,0.33,0
"253",0.5,5000,41229.1673593,400,0,0
"254",0.5,5000,38488.1869768575,-400,0.03,0
"255",0.5,4800,40538.3143435642,400,0,0
"256",0.56,4800,39179.0326551646,-400,0,0
"257",0.5,4600,39856.8759057522,400,0,0
"258",0.51,4600,39860.4760216102,-400,0,0
"259",0.5,4400,39177.7971210107,400,0,0
"260",0.5,4400,40539.5635991991,-400,0,0
"261",0.5,4200,38662.7790936604,400,0,0
"262",0.5,4200,41054.6006577536,-400,0,0
"263",0.5,4000,38610.0356474519,400,0,0
"264",0.5,4000,41107.3566960394,-400,0,0
"265",0.5,3800,39151.6633605435,400,0,0
"266",0.5,3800,40565.6832422167,-400,0,0
"267",0.5,3600,40136.2543336004,400,0,0
"268",0.5,3600,39581.0629333779,-400,0,0
"269",0.5,3400,41337.794022508,400,0,0
"270",0.5,3400,38379.5263619795,-400,0,0
"271",0.5,3200,42731.0073025376,400,0,0
"272",0.5,3200,36986.1446948498,-400,0,0
"273",0.5,3000,44239.7743953913,400,0,0
"274",0.5,3000,35477.6143458933,-400,0,0
"275",0.5,2800,33935.4834741876,-400,0,0
"276",0.5,2800,45781.47106646,400,0,0
"277",0.5,2600,46501.3099137396,400,0,0.03
"278",0.5,2600,33216.2589989901,-400,0,0
"279",0.5,2400,34354.0251074433,-400,0,0
"280",0.5,2400,45363.5490429029,400,0,0.05
"281",0.5,2200,37848.1881354675,-400,0,0
"282",0.47,2200,41868.5247572362,400,0,0.01
"283",0.5,2000,42838.7031075135,-400,0,0
"284",0.15,2000,36877.6546387672,400,0,0
"285",0.56,1800,47714.491061762,-400,0,0.19
"286",0.49,1800,32002.4846585691,400,0,0
"287",0.58,1600,51082.6506754905,-400,0,0.35
"288",0.5,1600,28633.7348981202,400,0,0
"289",0.5,1400,52183.9878513515,-400,0,0.3
"290",0.5,1400,27532.6974422932,400,0,0
"291",0.5,1200,51760.2855051532,-400,0,0.11
"292",0.5,1200,27956.0212403014,400,0,0
"293",0.5,1000,50833.7475434244,-400,0,0.05
"294",0.5,1000,28882.6783608124,400,0,0
"295",0.5,800,50138.8386141062,-400,0,0.07
"296",1.12,800,29577.4228769243,400,0,0
"297",0.5,600,52432.8215881959,-400,0,0
"298",1.45,600,27260.8373875469,400,0,0
"299",0.5,400,47362.3498765379,-400,0,0
"300",1.37,400,32363.0400553346,400,0,0
"301",0.5,12200,41788.6861762479,600,0.01,0
"302",0.5,12200,37896.5458679199,-600,0.04,0
"303",0.56,12000,59326.2052252684,600,0.08,0
"304",0.5,12000,20386.4284852296,-600,0.04,0
"305",0.66,11800,48258.2149812821,600,0.1,0
"306",0.5,11800,31458.814900401,-600,0.01,0
"307",0.98,11600,47710.4896572893,600,0.07,0
"308",0.5,11600,32006.1226295801,-600,0,0
"309",1.05,11400,48357.7300717643,600,0,0.01
"310",0.5,11400,31359.0549897408,-600,0,0
"311",1.26,11200,50835.5535997227,600,0,0
"312",0.5,11200,28880.3820345551,-600,0,0
"313",0.61,11000,56812.5590681527,600,0,0
"314",0.5,11000,22899.949784168,-600,0,0
"315",0.5,10800,69590.0902126916,600,0,0
"316",0.5,10800,8964.28137232363,-600,0,0
"317",0.5,10600,80546.5766091272,600,0,0
"318",0.5,10600,1307.55533473194,-600,0,0
"319",0.5,10400,71269.3179938868,600,0,0
"320",0.5,10400,7310.25376001,-600,0,0
"321",0.5,10200,20832.0983242793,-600,0,0
"322",0.5,10200,58862.2491267025,600,0,0
"323",0.5,10000,28067.3717641905,-600,0,0
"324",0.5,10000,51648.7687540501,600,0.03,0
"325",0.5,9800,33397.4882895574,-600,0,0
"326",0.5,9800,46319.4629231617,600,0.03,0
"327",0.5,9600,38434.2088292986,-600,0,0
"328",0.5,9600,41282.7660126612,600,0.04,0
"329",0.5,9400,43688.0735398233,-600,0,0
"330",0.5,9400,36028.7184170634,600,0.04,0
"331",0.5,9200,30427.0831963271,600,0,0
"332",0.5,9200,49289.35611628,-600,0,0
"333",0.5,9000,24572.8796405643,600,0,0
"334",0.5,9000,55142.8764655665,-600,0,0
"335",0.5,8800,19550.467414245,600,0,0
"336",0.5,8800,60164.4314280897,-600,0,0
"337",0.5,8600,62285.6062971205,-600,0,0
"338",0.5,8600,17429.1507161781,600,0,0
"339",0.5,8400,19457.353634879,600,0,0
"340",0.5,8400,60257.1155710816,-600,0,0
"341",0.5,8200,24556.1961697191,600,0,0
"342",0.5,8200,55159.7370864749,-600,0,0
"343",0.5,8000,30354.9940509722,600,0,0
"344",0.5,8000,49361.4323739894,-600,0,0
"345",0.5,7800,35445.976516813,600,0,0
"346",0.5,7800,44270.9049264975,-600,0,0
"347",0.5,7600,39436.4686474539,600,0,0
"348",0.5,7600,40280.6916875951,-600,0.07,0
"349",0.5,7400,42335.4893749878,600,0.15,0
"350",0.5,7400,37381.8133335635,-600,0.46,0
"351",0.5,7200,44314.0870179981,600,0.5,0
"352",0.5,7200,35403.2468785755,-600,0.5,0
"353",0.5,7000,45655.4694572985,600,0.43,0
"354",0.5,7000,34061.842812676,-600,0.5,0
"355",0.5,6800,32871.5465640537,-600,0.5,0
"356",0.5,6800,46845.6244562827,600,0.32,0
"357",0.5,6600,30830.2665367946,-600,0.5,0
"358",0.5,6600,48886.3977235928,600,0.23,0
"359",0.5,6400,53863.408293575,600,0.2,0
"360",0.5,6400,25851.9372442067,-600,0.5,0
"361",0.5,6200,60745.7164829373,600,0.24,0
"362",0.5,6200,18972.5289673284,-600,0.5,0
"363",0.5,6000,60200.4905064628,600,0.41,0
"364",0.5,6000,19515.9506504834,-600,0.5,0
"365",0.5,5800,53217.4735105932,600,0.5,0
"366",0.5,5800,26498.1185593978,-600,0.5,0
"367",0.5,5600,47924.7694432437,600,0.48,0
"368",0.5,5600,31791.6244770288,-600,0.44,0
"369",0.5,5400,44907.0484800637,600,0.05,0
"370",0.5,5400,34810.0210772678,-600,0.17,0
"371",0.5,5200,43100.6222861335,600,0,0
"372",0.5,5200,36616.6573807597,-600,0,0
"373",0.5,5000,41914.410817489,600,0,0
"374",0.5,5000,37802.940243572,-600,0,0
"375",0.5,4800,40878.1345846131,600,0,0
"376",0.5,4800,38839.2120518684,-600,0,0
"377",0.5,4600,39855.975915134,600,0,0
"378",0.5,4600,39861.3759927601,-600,0,0
"379",0.5,4400,38837.3552958891,600,0,0
"380",0.5,4400,40880.0050132498,-600,0,0
"381",0.5,4200,38064.8228037879,600,0,0
"382",0.5,4200,41652.5551499203,-600,0,0
"383",0.5,4000,37985.7045440599,600,0,0
"384",0.5,4000,41731.6861169487,-600,0,0
"385",0.5,3800,38798.1579109281,600,0,0
"386",0.5,3800,40919.1883840635,-600,0,0
"387",0.5,3600,40275.0524801612,600,0,0
"388",0.5,3600,39442.2646792084,-600,0,0
"389",0.5,3400,42077.3594143316,600,0,0
"390",0.5,3400,37639.9579235837,-600,0,0
"391",0.5,3200,44167.2147049382,600,0,0
"392",0.5,3200,35549.9207935035,-600,0,0
"393",0.5,3000,46430.2832719088,600,0,0
"394",0.5,3000,33287.0431976989,-600,0,0
"395",0.5,2800,30973.9274338409,-600,0,0
"396",0.5,2800,48742.9130435362,600,0,0
"397",0.5,2600,49822.494599618,600,0,0
"398",0.5,2600,29894.9224489033,-600,0,0
"399",0.5,2400,31601.6065630093,-600,0,0
"400",0.5,2400,48115.8916293159,600,0,0
"401",0.5,2200,36843.0979017988,-600,0,0
"402",0.5,2200,42873.6036630273,600,0,0
"403",0.5,2000,44328.9566697925,-600,0,0
"404",0.45,2000,35387.3839525655,600,0,0
"405",0.5,1800,51642.3818120658,-600,0,0
"406",0.5,1800,28074.3722073063,600,0,0
"407",0.5,1600,56694.5615807623,-600,0,0
"408",0.5,1600,23021.1879147962,600,0,0
"409",0.5,1400,58346.4086384252,-600,0,0
"410",0.5,1400,21369.4550537392,600,0,0
"411",0.5,1200,57711.0185393468,-600,0,0
"412",0.5,1200,22004.621756129,600,0,0
"413",0.5,1000,56321.272019051,-600,0,0
"414",0.5,1000,23394.6866022125,600,0,0
"415",0.5,800,55279.0537135676,-600,0,0
"416",0.5,800,24436.93010775,600,0,0
"417",0.5,600,58725.442378737,-600,0,0
"418",0.65,600,20966.6704345793,600,0,0
"419",0.5,400,51108.6220848635,-600,0,0
"420",0.54,400,28607.9607146308,600,0,0
