"","mean.D75","mean.D150","mean.D300","mean.D500","mean.D700","mean.D1000","mean.D1300","mean.D1600","mean.D2000","mean.D3000","mean.D4000","x","mean.correction_factor","y","area","bottom_area"
"13.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.190826416015625,0.227134838700294,0.515803277492523,-200,1.00019824504852,10000,35927.9769521579,35935.0994956921
"13.1.1",0.909033834934235,1.14592313766479,1.4428699016571,1.78473889827728,2.03664040565491,2.39459943771362,2.67560887336731,2.82397937774658,3.11475849151611,3.69582104682922,4.22210073471069,200,1.0009388923645,10000,43788.4384951741,43829.5511257306
"14.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.346628218889236,0.904148936271667,-200,1.00014412403107,9800,37704.8446473032,37710.2788215045
"14.1.1",0.967877626419067,1.16330051422119,1.40779793262482,1.70985722541809,1.94215428829193,2.2822802066803,2.53985738754272,2.76759696006775,3.00703930854797,3.39568853378296,3.62048101425171,200,1.0012458562851,9800,42012.1736454368,42064.5147760234
"15.1",0.522866010665894,0.660779237747192,0.658891081809998,0.754290759563446,0.974460065364838,0.990377008914948,1.29954874515533,1.11917388439178,0.967160820960999,0.547788202762604,0.841271996498108,-200,1.00073933601379,9600,39383.7290338427,39412.8468430749
"15.1.1",0.472429931163788,0.530974924564362,0.723790526390076,0.972454726696014,1.20367503166199,1.51475787162781,1.73915731906891,1.84622514247894,2.03395080566406,2.06490421295166,2.55997347831726,200,1.00080943107605,9600,40333.2486693636,40365.8956542346
"16.1",0.488582015037537,0.575776875019073,0.820573568344116,1.06093561649323,1.29432356357574,1.59517896175385,1.89480590820312,2.09083414077759,2.38251638412476,3.10224485397339,3.69110202789307,-200,1.00050318241119,9400,41134.9666911662,41155.6650828902
"16.1.1",0.402038425207138,0.649802207946777,0.957061648368835,1.25539600849152,1.46797704696655,1.72375571727753,1.67357432842255,1.5675323009491,1.62288355827332,1.98356366157532,2.5328369140625,200,1.00121104717255,9400,38581.8484553024,38628.5728937858
"17.1",0.75713586807251,0.932852447032928,1.20803761482239,1.33147537708282,1.61012530326843,1.92131888866425,2.0571174621582,2.20061111450195,2.11126351356506,2.21146750450134,2.67297530174255,200,1.00178396701813,9200,36714.6321836337,36780.129876532
"17.1.1",0.388755202293396,0.487856179475784,0.705006122589111,0.916881620883942,1.13759076595306,1.45077514648438,1.6327303647995,1.8044638633728,2.09966421127319,2.84275484085083,3.39222598075867,-200,1.00077784061432,9200,43002.0630381033,43035.5117892338
"18.1",0.834613263607025,1.04684174060822,1.32993948459625,1.67408168315887,1.98673832416534,0.707800507545471,0.900225877761841,1.23286283016205,1.57366740703583,2.28915095329285,2.85931372642517,200,1.00067567825317,9000,34763.3160022795,34786.8048189105
"18.1.1",0.384454101324081,0.506796777248383,0.741233289241791,1.07343769073486,1.30798280239105,1.62631678581238,1.97220706939697,2.27007269859314,2.59193325042725,3.43827152252197,4.12044191360474,-200,1.00075173377991,9000,44953.3083961159,44987.1013165558
"19.1",-9999,-9999,-9999,-9999,-9999,0.828374624252319,1.05879092216492,1.4411952495575,1.88553094863892,2.69654703140259,3.33847284317017,200,1.00031626224518,8800,33089.5045084283,33099.9694694159
"19.1.1",0.758400499820709,1.02504301071167,1.44421136379242,1.88294112682343,2.2473201751709,2.50813055038452,2.71072030067444,3.02630519866943,3.32169556617737,3.67602753639221,4.31792593002319,-200,1.00154376029968,8800,46627.4925130159,46699.4741848312
"20.1",0.803526520729065,1.0284595489502,1.44626367092133,1.90128982067108,2.25777411460876,2.56781649589539,2.79881262779236,2.75132012367249,2.87931060791016,3.4912097454071,4.17296457290649,-200,1.00165224075317,8600,47334.8491025269,47413.0576692594
"20.1.1",-9999,-9999,-9999,-9999,-9999,0.332906424999237,0.63850462436676,0.9815314412117,1.3723738193512,2.24734330177307,2.95480608940125,200,1.00029218196869,8600,32382.6972422153,32392.158882447
"21.1",-9999,-9999,-9999,-9999,-9999,0.397085338830948,0.746583938598633,1.1635764837265,1.59660959243774,2.53140258789062,3.28570866584778,200,1.0001460313797,8400,33058.3658564463,33063.193415223
"21.1.1",0.639175772666931,0.866468131542206,1.31112515926361,1.75060868263245,2.12888216972351,2.48735857009888,2.74727964401245,2.93684411048889,3.35953330993652,4.17164993286133,4.86223316192627,-200,1.00123631954193,8400,46658.2865019515,46715.9710533469
"22.1",-9999,-9999,-9999,-9999,-9999,0.321527898311615,1.31567347049713,1.65746545791626,1.86317038536072,2.63997268676758,3.34512615203857,200,1.00056862831116,8200,34757.8616755307,34777.6259797147
"22.1.1",0.706254065036774,0.94588440656662,1.33905208110809,1.69159519672394,2.09146904945374,2.54496264457703,2.82851600646973,3.23996877670288,3.59796357154846,4.35588788986206,4.54305696487427,-200,1.00183939933777,8200,44959.0339340344,45041.7315512794
"23.1",0.186758562922478,0.393346130847931,0.532082259654999,0.991822183132172,1.40658843517303,0.633300840854645,1.30735206604004,1.59329330921173,1.86713898181915,2.48166418075562,3.23553085327148,200,1.00075221061707,8000,36690.5940435193,36718.1930979053
"23.1.1",-9999,0.28875732421875,0.418851435184479,0.877223968505859,1.28084671497345,1.8246533870697,2.3051962852478,2.72488713264465,3.20973896980286,1.0734851360321,1.76266443729401,-200,1.00596034526825,8000,43026.0815315768,43282.5318330449
"24.1",0.404036194086075,0.523270428180695,0.934519350528717,1.40958523750305,1.76711928844452,2.1406307220459,1.97059118747711,2.07714223861694,2.40567350387573,2.94041705131531,3.61943864822388,200,1.00169456005096,7800,38387.6347422488,38452.684894534
"24.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-200,-9999,7800,41329.2775454186,41329.2775454186
"25.1",0.532978355884552,0.771983981132507,1.27617049217224,1.75498569011688,2.2109591960907,2.74577355384827,3.19412732124329,3.39622092247009,3.77567219734192,4.42168045043945,4.07769727706909,200,1.00257623195648,7600,39717.8763095699,39820.1987717622
"25.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-200,-9999,7600,39999.2846826538,39999.2846826538
"26.1",0.699496030807495,0.945746839046478,1.47054755687714,2.01646018028259,2.40626525878906,2.93783855438232,3.45358967781067,3.81204319000244,4.10005044937134,4.48372411727905,4.91667604446411,200,1.00260174274445,7400,40684.2667998746,40790.1167958343
"26.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-200,-9999,7400,39033.0414528176,39033.0414528176
"27.1",0.698231756687164,0.878797948360443,1.19426310062408,1.71350646018982,2.18299984931946,2.6410391330719,3.04672884941101,3.49756097793579,3.930415391922,4.79814338684082,5.27010536193848,200,1.00201964378357,7200,41343.8196501359,41427.3194384813
"27.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-200,-9999,7200,38373.5401303545,38373.5401303545
"28.1",0.962275147438049,1.37350034713745,1.63663220405579,2.07639145851135,2.30478596687317,2.67507266998291,3.14410138130188,3.58175921440125,4.09856843948364,4.74973106384277,5.55904150009155,200,1.00114238262177,7000,41790.9513357766,41838.6925923296
"28.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-200,-9999,7000,37926.4075849168,37926.4075849168
"29.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.333145827054977,0.51423716545105,-200,1.00016117095947,6800,37529.6056245714,37535.6543071186
"29.1.1",0.822274744510651,1.18497586250305,1.74168646335602,2.3227014541626,2.80492806434631,2.74134540557861,3.21711587905884,3.6384973526001,4.03467798233032,4.69072580337524,5.15046739578247,200,1.00298023223877,6800,42187.6305795163,42313.3595162467
"30.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.947885453701019,1.01848137378693,-200,1.00014281272888,6600,36849.0363453701,36854.2988568073
"30.1.1",0.761679649353027,1.11588263511658,1.65289974212646,2.22671794891357,2.70208859443665,3.19438290596008,3.58825302124023,3.93576693534851,4.16467428207397,4.86366128921509,4.79551076889038,200,1.00244915485382,6600,42867.7467409223,42972.7364909252
"31.1",0.541657626628876,0.879265427589417,1.41626179218292,1.93444979190826,2.40716171264648,3.01065731048584,3.43565964698792,3.87821960449219,4.37621927261353,5.17929458618164,5.08136510848999,200,1.00116229057312,6400,44526.4230002835,44578.1756419915
"31.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.04959881305695,0.902404606342316,-200,1.00044453144073,6400,35189.2608415335,35204.9035743538
"32.1",0.857669949531555,1.20468771457672,1.72278869152069,2.29096102714539,2.76098704338074,3.36002588272095,3.86384844779968,4.30048370361328,4.53195095062256,5.47167539596558,6.18433475494385,200,1.00033748149872,6200,46821.9023070633,46837.7038328268
"32.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.60830616950989,2.41422343254089,-200,1.00049650669098,6200,32897.5116108283,32913.8454454597
"33.1",1.05030930042267,1.34025979042053,1.80529451370239,2.32850432395935,2.75079107284546,3.21291851997375,3.37431859970093,3.67075109481812,4.14769649505615,5.03577136993408,5.75488710403442,200,1.00135958194733,6000,46639.6936782151,46703.1041637689
"33.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.143974304199219,0.37588307261467,0.931599617004395,1.44212603569031,-200,1.00175905227661,6000,33078.186493434,33136.3727526915
"34.1",1.16517317295074,1.48371589183807,1.51572823524475,1.9644490480423,2.37733030319214,2.73292517662048,2.92132949829102,3.01964330673218,3.42990732192993,4.06698417663574,4.81137895584106,200,1.00180816650391,5800,44311.3761301562,44391.4984762168
"34.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.161445617675781,0.802187263965607,1.35786938667297,-200,-9999,5800,35404.9183791429,35404.9183791429
"35.1",1.24834001064301,1.50319182872772,1.91537380218506,2.31488370895386,2.35796356201172,2.11052656173706,2.41115045547485,2.40618896484375,2.61376142501831,3.21271109580994,3.74769854545593,200,1.0016143321991,5600,42547.1641464531,42615.849403515
"35.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.260686606168747,-200,1.00006556510925,5600,37169.4491576627,37171.8861766576
"36.1",0.61477792263031,0.809473395347595,1.21526253223419,1.65008342266083,2.04979228973389,2.4799964427948,2.84180998802185,3.23825240135193,3.5497784614563,4.32867097854614,4.78121376037598,200,1.00144708156586,5400,41541.4153137654,41601.5291300856
"36.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.370574951171875,0.150650933384895,0.477444887161255,-200,1.00003778934479,5400,38175.7395128384,38177.1821490214
"37.1",0.80482006072998,1.07921648025513,1.52998745441437,2.01296758651733,2.41925597190857,2.87194204330444,3.17237067222595,3.57502388954163,3.93916130065918,4.72268772125244,5.25209951400757,200,1.00204002857208,5200,40939.3112523705,41022.8286170467
"37.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.103692233562469,0.462299793958664,1.10636258125305,1.18628001213074,-200,1.00052726268768,5200,38777.9896172658,38798.4358042943
"38.1",0.783939242362976,1.13545989990234,1.46494269371033,1.98072445392609,2.27276372909546,2.81186151504517,3.27064895629883,3.2819664478302,3.38538932800293,3.32453918457031,3.68499207496643,200,1.00414884090424,5000,40543.9239009172,40712.1341908155
"38.1.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.203525006771088,0.557435572147369,1.01935279369354,1.56740570068359,-200,1.00025725364685,5000,39173.4337095544,39183.5112182358
"39.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.295949310064316,0.357746452093124,200,-9999,4800,40198.4941024631,40198.4941024631
"39.1.1",1.15909695625305,1.31949269771576,1.71245801448822,1.77620136737823,1.82276475429535,1.88943314552307,2.0476062297821,1.29121792316437,1.32852351665497,1.04958271980286,1.57126188278198,-200,1.00143873691559,4800,39518.8532582,39575.7104912443
"40.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0739669725298882,0.512418150901794,200,1.00019657611847,4600,39857.775896281,39865.6109831575
"40.1.1",0.621436357498169,0.792497336864471,0.968754529953003,1.08823037147522,1.14544689655304,1.54636299610138,1.91484332084656,2.26104259490967,2.25416040420532,2.38526391983032,3.03990840911865,-200,1.00149130821228,4600,39859.5760505721,39919.0189636743
"41.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.639471769332886,200,1.00009560585022,4400,39518.2389459759,39522.0171208095
"41.1.1",0.851764142513275,0.650638222694397,0.939050018787384,1.35475826263428,1.76373147964478,2.0053768157959,2.24869179725647,1.92149269580841,0.651240825653076,0.639621138572693,1.14656233787537,-200,1.00066864490509,4400,40199.1221850961,40226.0011233343
"42.1",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0152969360351562,0.379469007253647,200,1.00004434585571,4200,39260.7353834659,39262.4764343724
"42.1.1",0.641546845436096,0.867506563663483,1.39738464355469,1.97092854976654,2.39182281494141,2.6929042339325,3.12071776390076,3.21661043167114,3.01831793785095,0.76007205247879,0.985110640525818,-200,1.00050294399261,4200,40456.6461654454,40476.9935925957
